pokedex_entry,pokemon_name,pokemon_types,species,height,weight,abilities,ev_yield,catch_rate,friendship,base_exp,growth_rate,egg_groups,genders,egg_cycles,super_effective_on_subject,not_effective_on_subject,no_effect_on_subject,description,level_up_moves
810,Grookey,['Grass'],Chimp Pokémon,0.3 m (1′00″),5.0 kg (11.0 lbs),"['Overgrow', 'Grassy Surge']","
1 Attack ",—,—,—,Medium Slow,"['Field', 'Grass']",[],"20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.","[('1', 'Growl'), ('1', 'Scratch'), ('6', 'Branch Poke'), ('8', 'Taunt'), ('12', 'Razor Leaf'), ('17', 'Screech'), ('20', 'Knock Off'), ('24', 'Slam'), ('28', 'Uproar'), ('32', 'Wood Hammer'), ('36', 'Endeavor')]"
811,Thwackey,['Grass'],Beat Pokémon,0.7 m (2′04″),14.0 kg (30.9 lbs),"['Overgrow', 'Grassy Surge']","
2 Attack ",—,—,—,Medium Slow,"['Field', 'Grass']",[],"20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"When it’s drumming out rapid beats in battle, it gets so caught up in the rhythm that it won’t even notice that it’s already knocked out its opponent.","[('1', 'Branch Poke'), ('1', 'Double Hit'), ('1', 'Growl'), ('1', 'Scratch'), ('1', 'Taunt'), ('12', 'Razor Leaf'), ('19', 'Screech'), ('24', 'Knock Off'), ('30', 'Slam'), ('36', 'Uproar'), ('42', 'Wood Hammer'), ('48', 'Endeavor')]"
812,Rillaboom,['Grass'],Drummer Pokémon,2.1 m (6′11″),90.0 kg (198.4 lbs),"['Overgrow', 'Grassy Surge']","
3 Attack ",—,—,—,Medium Slow,"['Field', 'Grass']",[],"20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.,"[('1', 'Branch Poke'), ('1', 'Double Hit'), ('1', 'Drum Beating'), ('1', 'Grassy Terrain'), ('1', 'Growl'), ('1', 'Noble Roar'), ('1', 'Scratch'), ('1', 'Taunt'), ('12', 'Razor Leaf'), ('19', 'Screech'), ('24', 'Knock Off'), ('30', 'Slam'), ('38', 'Uproar'), ('46', 'Wood Hammer'), ('54', 'Endeavor'), ('62', 'Boomburst')]"
813,Scorbunny,['Fire'],Rabbit Pokémon,0.3 m (1′00″),4.5 kg (9.9 lbs),"['Blaze', 'Libero']","
1 Speed ",—,—,—,Medium Slow,"['Field', 'Human-Like']",[],"20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],"It has special pads on the backs of its feet, and one on its nose. Once it’s raring to fight, these pads radiate tremendous heat.","[('1', 'Growl'), ('1', 'Tackle'), ('6', 'Ember'), ('8', 'Quick Attack'), ('12', 'Double Kick'), ('17', 'Flame Charge'), ('20', 'Agility'), ('24', 'Headbutt'), ('28', 'Counter'), ('32', 'Bounce'), ('36', 'Double-Edge')]"
814,Raboot,['Fire'],Rabbit Pokémon,0.6 m (2′00″),9.0 kg (19.8 lbs),"['Blaze', 'Libero']","
2 Speed ",—,—,—,Medium Slow,"['Field', 'Human-Like']",[],"20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork.","[('1', 'Ember'), ('1', 'Growl'), ('1', 'Quick Attack'), ('1', 'Tackle'), ('12', 'Double Kick'), ('19', 'Flame Charge'), ('24', 'Agility'), ('30', 'Headbutt'), ('36', 'Counter'), ('42', 'Bounce'), ('48', 'Double-Edge')]"
815,Cinderace,['Fire'],Striker Pokémon,1.4 m (4′07″),33.0 kg (72.8 lbs),"['Blaze', 'Libero']","
3 Speed ",—,—,—,Medium Slow,"['Field', 'Human-Like']",[],"20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],"It’s skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot.","[('1', 'Ember'), ('1', 'Feint'), ('1', 'Growl'), ('1', 'Pyro Ball'), ('1', 'Quick Attack'), ('1', 'Tackle'), ('12', 'Double Kick'), ('19', 'Flame Charge'), ('24', 'Agility'), ('30', 'Headbutt'), ('38', 'Counter'), ('46', 'Bounce'), ('54', 'Double-Edge'), ('62', 'Court Change')]"
816,Sobble,['Water'],Water Lizard Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"['Torrent', 'Sniper']","
1 Special Defense, 1 Speed ",—,—,—,Medium Slow,"['Field', 'Water 1']",[],"20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged.","[('1', 'Growl'), ('1', 'Pound'), ('6', 'Water Gun'), ('8', 'Bind'), ('12', 'Water Pulse'), ('17', 'Tearful Look'), ('20', 'Sucker Punch'), ('24', 'U-turn'), ('28', 'Liquidation'), ('32', 'Soak'), ('36', 'Rain Dance')]"
817,Drizzile,['Water'],Water lizard Pokémon,0.7 m (2′04″),11.5 kg (25.4 lbs),"['Torrent', 'Sniper']","
2 Special Attack ",—,—,—,Medium Slow,"['Field', 'Water 1']",[],"20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere.","[('1', 'Bind'), ('1', 'Growl'), ('1', 'Pound'), ('1', 'Water Gun'), ('12', 'Water Pulse'), ('19', 'Tearful Look'), ('24', 'Sucker Punch'), ('30', 'U-turn'), ('36', 'Liquidation'), ('42', 'Soak'), ('48', 'Rain Dance')]"
818,Inteleon,['Water'],Secret Agent Pokémon,1.9 m (6′03″),45.2 kg (99.6 lbs),"['Torrent', 'Sniper']","
3 Speed ",—,—,—,Medium Slow,"['Field', 'Water 1']",[],"20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.,"[('1', 'Acrobatics'), ('1', 'Bind'), ('1', 'Growl'), ('1', 'Pound'), ('1', 'Snipe Shot'), ('1', 'Water Gun'), ('12', 'Water Pulse'), ('19', 'Tearful Look'), ('24', 'Sucker Punch'), ('30', 'U-turn'), ('38', 'Liquidation'), ('46', 'Soak'), ('54', 'Rain Dance'), ('62', 'Hydro Pump')]"
819,Skwovet,['Normal'],Cheeky Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"['Cheek Pouch', 'Gluttony']","
1 HP ",—,—,—,Medium Fast,['Field'],[],"20 (4,884–5,140 steps)
",['Fighting'],[],['Ghost'],"It eats berries nonstop—a habit that has made it more resilient than it looks. It’ll show up on farms, searching for yet more berries.","[('1', 'Tackle'), ('1', 'Tail Whip'), ('5', 'Bite'), ('10', 'Stuff Cheeks'), ('15', 'Spit Up'), ('15', 'Stockpile'), ('15', 'Swallow'), ('20', 'Body Slam'), ('25', 'Rest'), ('30', 'Counter'), ('35', 'Bullet Seed'), ('40', 'Super Fang'), ('45', 'Belch')]"
820,Greedent,['Normal'],Greedy Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),"['Cheek Pouch', 'Gluttony']","
2 HP ",—,—,—,Medium Fast,['Field'],[],"20 (4,884–5,140 steps)
",['Fighting'],[],['Ghost'],"Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells.","[('1', 'Bite'), ('1', 'Covet'), ('1', 'Stuff Cheeks'), ('1', 'Tackle'), ('1', 'Tail Whip'), ('15', 'Spit Up'), ('15', 'Stockpile'), ('15', 'Swallow'), ('20', 'Body Slam'), ('27', 'Rest'), ('34', 'Counter'), ('41', 'Bullet Seed'), ('48', 'Super Fang'), ('55', 'Belch')]"
821,Rookidee,['Flying'],Tiny Bird Pokémon,0.2 m (0′08″),1.8 kg (4.0 lbs),"['Keen Eye', 'Unnerve', 'Big Pecks']","
1 Speed ",—,—,—,Medium Slow,['Flying'],[],"15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock']","['Grass', 'Fighting', 'Bug']",['Ground'],"Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents.","[('1', 'Leer'), ('1', 'Peck'), ('4', 'Power Trip'), ('8', 'Hone Claws'), ('12', 'Fury Attack'), ('16', 'Pluck'), ('20', 'Taunt'), ('24', 'Scary Face'), ('28', 'Drill Peck'), ('32', 'Swagger'), ('36', 'Brave Bird')]"
822,Corvisquire,['Flying'],Raven Pokémon,0.8 m (2′07″),16.0 kg (35.3 lbs),"['Keen Eye', 'Unnerve', 'Big Pecks']","
2 Speed ",—,—,—,Medium Slow,['Flying'],[],"15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock']","['Grass', 'Fighting', 'Bug']",['Ground'],The lessons of many harsh battles have taught it how to accurately judge an opponent’s strength.,"[('1', 'Hone Claws'), ('1', 'Leer'), ('1', 'Peck'), ('1', 'Power Trip'), ('12', 'Fury Attack'), ('16', 'Pluck'), ('22', 'Taunt'), ('28', 'Scary Face'), ('34', 'Drill Peck'), ('40', 'Swagger'), ('46', 'Brave Bird')]"
823,Corviknight,"['Flying', 'Steel']",Raven Pokémon,2.2 m (7′03″),75.0 kg (165.3 lbs),"['Pressure', 'Unnerve', 'Mirror Armor']","
3 Defense ",—,—,—,Medium Slow,['Flying'],[],"15 (3,599–3,855 steps)
","['Fire', 'Electric']","['Normal', 'Flying', 'Psychic', 'Dragon', 'Steel', 'Fairy']","['Poison', 'Ground']","With their great intellect and flying skills, these Pokémon very successfully act as the Galar region’s airborne taxi service.","[('1', 'Hone Claws'), ('1', 'Iron Defense'), ('1', 'Leer'), ('1', 'Metal Sound'), ('1', 'Peck'), ('1', 'Power Trip'), ('1', 'Steel Wing'), ('12', 'Fury Attack'), ('16', 'Pluck'), ('22', 'Taunt'), ('28', 'Scary Face'), ('34', 'Drill Peck'), ('42', 'Swagger'), ('50', 'Brave Bird')]"
824,Blipbug,['Bug'],Larva Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"['Swarm', 'Compound Eyes', 'Telepathy']","
1 Special Defense ",—,—,—,Medium Fast,['Bug'],[],"15 (3,599–3,855 steps)
","['Fire', 'Flying', 'Rock']","['Grass', 'Fighting', 'Ground']",[],"Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.","[('1', 'Struggle Bug')]"
825,Dottler,"['Bug', 'Psychic']",Radome Pokémon,0.4 m (1′04″),19.5 kg (43.0 lbs),"['Swarm', 'Compound Eyes', 'Telepathy']","
2 Special Defense ",—,—,—,Medium Fast,['Bug'],[],"15 (3,599–3,855 steps)
","['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']","['Grass', 'Ground', 'Psychic']",[],"As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution.","[('1', 'Confusion'), ('1', 'Light Screen'), ('1', 'Reflect'), ('1', 'Struggle Bug')]"
826,Orbeetle,"['Bug', 'Psychic']",Seven Spot Pokémon,0.4 m (1′04″),40.8 kg (89.9 lbs),"['Swarm', 'Frisk', 'Telepathy']","
3 Special Defense ",—,—,—,Medium Fast,['Bug'],[],"15 (3,599–3,855 steps)
","['Fire', 'Flying', 'Bug', 'Rock', 'Ghost', 'Dark']","['Grass', 'Ground', 'Psychic']",[],It emits psychic energy to observe and study what’s around it—and what’s around it can include things over six miles away.,"[('1', 'Confusion'), ('1', 'Light Screen'), ('1', 'Reflect'), ('1', 'Struggle Bug'), ('4', 'Confuse Ray'), ('8', 'Magic Coat'), ('12', 'Agility'), ('16', 'Psybeam'), ('20', 'Hypnosis'), ('24', 'Ally Switch'), ('28', 'Bug Buzz'), ('32', 'Mirror Coat'), ('36', 'Psychic'), ('40', 'After You'), ('44', 'Calm Mind'), ('48', 'Psychic Terrain')]"
827,Nickit,['Dark'],Fox Pokémon,0.6 m (2′00″),8.9 kg (19.6 lbs),"['Run Away', 'Unburden', 'Stakeout']","
1 Special Defense ",—,—,—,Fast,['Field'],[],"15 (3,599–3,855 steps)
","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic'],"Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder.","[('1', 'Quick Attack'), ('1', 'Tail Whip'), ('4', 'Beat Up'), ('8', 'Hone Claws'), ('12', 'Snarl'), ('16', 'Assurance'), ('20', 'Nasty Plot'), ('24', 'Sucker Punch'), ('28', 'Night Slash'), ('32', 'Tail Slap'), ('36', 'Foul Play')]"
828,Thievul,['Dark'],Fox Pokémon,1.2 m (3′11″),19.9 kg (43.9 lbs),"['Run Away', 'Unburden', 'Stakeout']","
2 Special Defense ",—,—,—,Fast,['Field'],[],"15 (3,599–3,855 steps)
","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic'],"With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy.","[('1', 'Beat Up'), ('1', 'Hone Claws'), ('1', 'Quick Attack'), ('1', 'Tail Whip'), ('1', 'Thief'), ('12', 'Snarl'), ('16', 'Assurance'), ('22', 'Nasty Plot'), ('28', 'Sucker Punch'), ('34', 'Night Slash'), ('40', 'Tail Slap'), ('46', 'Foul Play'), ('52', 'Parting Shot')]"
829,Gossifleur,['Grass'],Flowering Pokémon,0.4 m (1′04″),2.2 kg (4.9 lbs),"['Cotton Down', 'Regenerator', 'Effect Spore']","
1 Special Defense ",—,—,—,Medium Fast,['Grass'],[],"20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],It whirls around in the wind while singing a joyous song. This delightful display has charmed many into raising this Pokémon.,"[('1', 'Leafage'), ('1', 'Sing'), ('4', 'Rapid Spin'), ('8', 'Sweet Scent'), ('12', 'Razor Leaf'), ('16', 'Round'), ('21', 'Leaf Tornado'), ('24', 'Synthesis'), ('28', 'Hyper Voice'), ('32', 'Aromatherapy'), ('36', 'Leaf Storm')]"
830,Eldegoss,['Grass'],Cotton Bloom Pokémon,0.5 m (1′08″),2.5 kg (5.5 lbs),"['Cotton Down', 'Regenerator', 'Effect Spore']","
2 Special Defense ",—,—,—,Medium Fast,['Grass'],[],"20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty.","[('1', 'Cotton Spore'), ('1', 'Leafage'), ('1', 'Rapid Spin'), ('1', 'Sing'), ('1', 'Sweet Scent'), ('12', 'Razor Leaf'), ('16', 'Round'), ('23', 'Leaf Tornado'), ('28', 'Synthesis'), ('34', 'Hyper Voice'), ('40', 'Aromatherapy'), ('46', 'Leaf Storm'), ('52', 'Cotton Guard')]"
831,Wooloo,['Normal'],Sheep Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),"['Fluffy', 'Run Away', 'Bulletproof']","
1 Defense ",—,—,—,Medium Fast,['Field'],[],"15 (3,599–3,855 steps)
",['Fighting'],[],['Ghost'],"If its fleece grows too long, Wooloo won’t be able to move. Cloth made with the wool of this Pokémon is surprisingly strong.","[('1', 'Growl'), ('1', 'Tackle'), ('4', 'Defense Curl'), ('8', 'Copycat'), ('12', 'Guard Split'), ('16', 'Double Kick'), ('21', 'Headbutt'), ('25', 'Take Down'), ('28', 'Guard Swap'), ('32', 'Reversal'), ('36', 'Cotton Guard'), ('40', 'Double-Edge')]"
832,Dubwool,['Normal'],Sheep Pokémon,1.3 m (4′03″),43.0 kg (94.8 lbs),"['Fluffy', 'Steadfast', 'Bulletproof']","
2 Defense ",—,—,—,Medium Fast,['Field'],[],"15 (3,599–3,855 steps)
",['Fighting'],[],['Ghost'],Its majestic horns are meant only to impress the opposite gender. They never see use in battle.,"[('1', 'Copycat'), ('1', 'Defense Curl'), ('1', 'Growl'), ('1', 'Tackle'), ('12', 'Guard Split'), ('16', 'Double Kick'), ('21', 'Headbutt'), ('27', 'Take Down'), ('32', 'Guard Swap'), ('38', 'Reversal'), ('44', 'Cotton Guard'), ('50', 'Double-Edge'), ('56', 'Last Resort')]"
833,Chewtle,['Water'],Snapping Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),"['Strong Jaw', 'Shell Armor', 'Swift Swim']","
1 Attack ",—,—,—,Medium Fast,"['Monster', 'Water 1']",[],"20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"It starts off battles by attacking with its rock-hard horn, but as soon as the opponent flinches, this Pokémon bites down and never lets go.","[('1', 'Tackle'), ('1', 'Water Gun'), ('7', 'Bite'), ('14', 'Protect'), ('21', 'Headbutt'), ('28', 'Counter'), ('35', 'Jaw Lock'), ('42', 'Liquidation'), ('49', 'Body Slam')]"
834,Drednaw,"['Water', 'Rock']",Bite Pokémon,1.0 m (3′03″),115.5 kg (254.6 lbs),"['Strong Jaw', 'Shell Armor', 'Swift Swim']","
2 Attack ",—,—,—,Medium Fast,"['Monster', 'Water 1']",[],"20 (4,884–5,140 steps)
","['Electric', 'Grass', 'Fighting', 'Ground']","['Normal', 'Ice', 'Poison', 'Flying']",[],This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.,"[('1', 'Bite'), ('1', 'Crunch'), ('1', 'Protect'), ('1', 'Razor Shell'), ('1', 'Rock Polish'), ('1', 'Rock Tomb'), ('1', 'Tackle'), ('1', 'Water Gun'), ('21', 'Headbutt'), ('30', 'Counter'), ('39', 'Jaw Lock'), ('48', 'Liquidation'), ('57', 'Body Slam'), ('66', 'Head Smash')]"
835,Yamper,['Electric'],Puppy Pokémon,0.3 m (1′00″),13.5 kg (29.8 lbs),"['Ball Fetch', 'Rattled']","
1 HP ",—,—,—,Fast,['Field'],[],"20 (4,884–5,140 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",[],"This gluttonous Pokémon only assists people with their work because it wants treats. As it runs, it crackles with electricity.","[('1', 'Tackle'), ('1', 'Tail Whip'), ('5', 'Nuzzle'), ('10', 'Bite'), ('15', 'Roar'), ('20', 'Spark'), ('26', 'Charm'), ('30', 'Crunch'), ('35', 'Charge'), ('40', 'Wild Charge'), ('45', 'Play Rough')]"
836,Boltund,['Electric'],Dog Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),"['Strong Jaw', 'Competitive']","
2 Speed ",—,—,—,Fast,['Field'],[],"20 (4,884–5,140 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",[],"It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.","[('1', 'Bite'), ('1', 'Electrify'), ('1', 'Nuzzle'), ('1', 'Tackle'), ('1', 'Tail Whip'), ('15', 'Roar'), ('20', 'Spark'), ('28', 'Charm'), ('34', 'Crunch'), ('41', 'Charge'), ('48', 'Wild Charge'), ('55', 'Play Rough'), ('62', 'Electric Terrain')]"
837,Rolycoly,['Rock'],Coal Pokémon,0.3 m (1′00″),12.0 kg (26.5 lbs),"['Steam Engine', 'Heatproof', 'Flash Fire']","
1 Defense ",—,—,—,Medium Slow,['Mineral'],[],"15 (3,599–3,855 steps)
","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Poison', 'Flying']",['Fire'],"It can race around like a unicycle, even on rough, rocky terrain. Burning coal sustains it.","[('1', 'Smokescreen'), ('1', 'Tackle'), ('5', 'Rapid Spin'), ('10', 'Smack Down'), ('15', 'Rock Polish'), ('20', 'Ancient Power'), ('25', 'Incinerate'), ('30', 'Stealth Rock'), ('35', 'Heat Crash'), ('40', 'Rock Blast')]"
838,Carkol,"['Rock', 'Fire']",Coal Pokémon,1.1 m (3′07″),78.0 kg (172.0 lbs),"['Steam Engine', 'Flame Body', 'Flash Fire']","
2 Defense ",—,—,—,Medium Slow,['Mineral'],[],"15 (3,599–3,855 steps)
","['Water', 'Fighting', 'Ground', 'Rock']","['Normal', 'Ice', 'Poison', 'Flying', 'Bug', 'Fairy']",['Fire'],"By rapidly rolling its legs, it can travel at over 18 mph. The temperature of the flames it breathes exceeds 1,800 degrees Fahrenheit.","[('1', 'Flame Charge'), ('1', 'Rapid Spin'), ('1', 'Smack Down'), ('1', 'Smokescreen'), ('1', 'Tackle'), ('15', 'Rock Polish'), ('20', 'Ancient Power'), ('27', 'Incinerate'), ('35', 'Stealth Rock'), ('41', 'Heat Crash'), ('48', 'Rock Blast'), ('55', 'Burn Up')]"
839,Coalossal,"['Rock', 'Fire']",Coal Pokémon,2.8 m (9′02″),310.5 kg (684.5 lbs),"['Steam Engine', 'Flame Body', 'Flash Fire']","
3 Defense ",—,—,—,Medium Slow,['Mineral'],[],"15 (3,599–3,855 steps)
","['Water', 'Fighting', 'Ground', 'Rock']","['Normal', 'Ice', 'Poison', 'Flying', 'Bug', 'Fairy']",['Fire'],"While it’s engaged in battle, its mountain of coal will burn bright red, sending off sparks that scorch the surrounding area.","[('1', 'Flame Charge'), ('1', 'Rapid Spin'), ('1', 'Smack Down'), ('1', 'Smokescreen'), ('1', 'Tackle'), ('1', 'Tar Shot'), ('15', 'Rock Polish'), ('20', 'Ancient Power'), ('27', 'Incinerate'), ('37', 'Stealth Rock'), ('45', 'Heat Crash'), ('54', 'Rock Blast'), ('63', 'Burn Up')]"
840,Applin,"['Grass', 'Dragon']",Apple Core Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),"['Ripen', 'Gluttony', 'Bulletproof']","
1 Defense ",—,—,—,Erratic,"['Dragon', 'Grass']",[],"20 (4,884–5,140 steps)
","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",['Ground'],[],"As soon as it’s born, it burrows into an apple. Not only does the apple serve as its food source, but the flavor of the fruit determines its evolution.","[('1', 'Astonish'), ('1', 'Withdraw')]"
841,Flapple,"['Grass', 'Dragon']",Apple Wing Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"['Ripen', 'Gluttony', 'Hustle']","
2 Attack ",—,—,—,Erratic,"['Dragon', 'Grass']",[],"20 (4,884–5,140 steps)
","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",['Ground'],[],It flies on wings of apple skin and spits a powerful acid. It can also change its shape into that of an apple.,"[('1', 'Astonish'), ('1', 'Growth'), ('1', 'Recycle'), ('1', 'Twister'), ('1', 'Wing Attack'), ('1', 'Withdraw'), ('4', 'Acid Spray'), ('8', 'Acrobatics'), ('12', 'Leech Seed'), ('16', 'Protect'), ('20', 'Dragon Breath'), ('24', 'Dragon Dance'), ('28', 'Dragon Pulse'), ('32', 'Grav Apple'), ('36', 'Iron Defense'), ('40', 'Fly'), ('44', 'Dragon Rush')]"
842,Appletun,"['Grass', 'Dragon']",Apple Nectar Pokémon,0.4 m (1′04″),13.0 kg (28.7 lbs),"['Ripen', 'Gluttony', 'Thick Fat']","
2 HP ",—,—,—,Erratic,"['Dragon', 'Grass']",[],"20 (4,884–5,140 steps)
","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']","['Fire', 'Ground']",[],"Its body is covered in sweet nectar, and the skin on its back is especially yummy. Children used to have it as a snack.","[('1', 'Astonish'), ('1', 'Growth'), ('1', 'Headbutt'), ('1', 'Recycle'), ('1', 'Sweet Scent'), ('1', 'Withdraw'), ('4', 'Curse'), ('8', 'Stomp'), ('12', 'Leech Seed'), ('16', 'Protect'), ('20', 'Bullet Seed'), ('24', 'Recover'), ('28', 'Apple Acid'), ('32', 'Body Slam'), ('36', 'Iron Defense'), ('40', 'Dragon Pulse'), ('44', 'Energy Ball')]"
